Sample_ID,QPCR_Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
180512-08-PA02-LICL,180512 PA02-08,PA,180512-08,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,F10,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,F10,no,negative,pass,pass,no,positive,28.03601456,1831.018799,73240.75195,negative,,,,
180512-09-PA02-LICL,180512 PA02-09,PA,180512-09,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,F11,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,F11,no,negative,pass,pass,no,positive,32.78190613,60.9284935,2437.13974,negative,,,,
180512-10-PA02-PSCR,180512 PA02-10,PA,180512-10,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,F12,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,F12,no,negative,pass,pass,no,negative,,,,negative,,,,
180512-11-PA02-PSCR,180512 PA02-11,PA,180512-11,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G1,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G1,no,negative,pass,pass,no,positive,29.04323769,889.2894897,35571.57959,negative,,,,
180512-12-PA02-PSCR,180512 PA02-12,PA,180512-12,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G2,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G2,no,negative,pass,pass,no,positive,36.73630142,3.576187611,143.0475044,negative,,,,
180512-13-PA02-PSCR,180512 PA02-13,PA,180512-13,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G3,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
180512-14-PA02-PSCR,180512 PA02-14,PA,180512-14,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G4,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G4,no,negative,pass,pass,no,positive,39.77317429,0.405263007,16.21052027,negative,,,,
180512-15-PA02-PSCR,180512 PA02-15,PA,180512-15,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G5,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G5,no,negative,pass,pass,no,positive,27.63820839,2435.397217,97415.88867,negative,,,,
180512-16-PA02-PSCR,180512 PA02-16,PA,180512-16,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G6,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G6,no,negative,pass,pass,no,positive,31.9105835,113.8021927,4552.087708,negative,,,,
180512-17-PA02-PSCR,180512 PA02-17,PA,180512-17,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G7,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G7,no,negative,pass,pass,no,positive,38.26961136,1.191096663,47.64386654,negative,,,,
180512-18-PA02-PSCR,180512 PA02-18,PA,180512-18,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G8,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G8,no,negative,pass,pass,no,positive,31.58560944,143.6639099,5746.556396,negative,,,,
180513-01-NM08-LICH,180513-01-NM08-LICH,NM,180513-01,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,B7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-02-NM08-LICH,180513-02-NM08-LICH,NM,180513-02,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,C7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,C6,no,negative,pass,pass,no,positive,36.932,3.083,123.3361912,negative,,,,
180513-03-NM08-LICH,180513-03-NM08-LICH,NM,180513-03,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,D7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-04-NM08-LICH,180513-04-NM08-LICH,NM,180513-04,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,E7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,E6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-05-NM08-LICH,180513-05-NM08-LICH,NM,180513-05,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,F7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-06-NM08-LICH,180513-06-NM08-LICH,NM,180513-06,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,G7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-07-NM08-LICH,180513-07-NM08-LICH,NM,180513-07,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,H7,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,H6,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-08-NM08-LICH,180513-08-NM08-LICH,NM,180513-08,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,A8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,A7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-09-NM08-LICH,180513-09-NM08-LICH,NM,180513-09,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,B8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-10-NM08-LICH,180513-10-NM08-LICH,NM,180513-10,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,C8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-11-NM08-LICH,180513-11-NM08-LICH,NM,180513-11,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,D8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,D7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-12-NM08-LICH,180513-12-NM08-LICH,NM,180513-12,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,E8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,E7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-13-NM08-LICH,180513-13-NM08-LICH,NM,180513-13,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,F8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-14-NM08-LICH,180513-14-NM08-LICH,NM,180513-14,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,G8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-15-NM08-LICH,180513-15-NM08-LICH,NM,180513-15,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,H8,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,H7,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-16-NM08-LICH,180513-16-NM08-LICH,NM,180513-16,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,A9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,A8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-17-NM08-LICH,180513-17-NM08-LICH,NM,180513-17,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,B9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-18-NM08-LICH,180513-18-NM08-LICH,NM,180513-18,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,C9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-19-NM08-LICH,180513-19-NM08-LICH,NM,180513-19,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,D9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-20-NM08-LICH,180513-20-NM08-LICH,NM,180513-20,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,E9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,E8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-21-NM08-LICH,180513-21-NM08-LICH,NM,180513-21,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,F9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,F8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-22-NM08-LICH,180513-22-NM08-LICH,NM,180513-22,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,G9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,G8,no,negative,pass,pass,no,negative,,,,negative,,,,
180513-23-NM08-LICH,180513-23-NM08-LICH,NM,180513-23,Complete,073_AHD,8/23/18,RZ Lab,AHD,Pitt -80,H9,negative,positive,SERDP_93_091018,9/10/18,SERDP_93_091018,RZ lab,AHD,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-01-PA12-LICL,180514 PA12-01,PA,180514-01,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G9,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G9,no,negative,pass,pass,no,positive,38.24295425,1.214082122,48.56328487,negative,,,,
180514-01-TN04-LISP,180514-01-TN04-LISP,TN,180514-01,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E4,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,E9,no,negative,pass,pass,no,positive,34.213,114.085,4563.381653,negative,,,,
180514-02-PA12-LICL,180514 PA12-02,PA,180514-02,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G10,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G10,no,negative,pass,pass,no,positive,32.08961868,100.0919189,4003.676758,negative,,,,
180514-02-TN04-LISP,180514-02-TN04-LISP,TN,180514-02,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F4,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,F9,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-03-PA12-LICL,180514 PA12-03,PA,180514-03,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G11,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G11,no,negative,pass,pass,no,positive,38.36205673,1.114703774,44.58815098,negative,,,,
180514-03-TN04-LISP,180514-03-TN04-LISP,TN,180514-03,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G4,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,G9,no,negative,pass,pass,no,positive,38.915,5.003,200.1027298,negative,,,,
180514-04-PA12-LICL,180514 PA12-04,PA,180514-04,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,G12,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,G12,no,negative,pass,pass,no,positive,32.13107681,97.16031647,3886.412659,negative,,,,
180514-04-TN04-LISP,180514-04-TN04-LISP,TN,180514-04,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H4,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,H9,no,negative,pass,pass,no,positive,35.275,56.318,2252.725983,negative,,,,
180514-05-PA12-LICL,180514 PA12-05,PA,180514-05,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H1,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H1,no,negative,pass,pass,no,positive,37.49001312,2.083119631,83.32478523,negative,,,,
180514-05-TN04-LISP,180514-05-TN04-LISP,TN,180514-05,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,A10,no,negative,pass,pass,no,positive,33.273,213.296,8531.85791,negative,,,,
180514-06-PA12-LICA,180514 PA12-06,PA,180514-06,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H2,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-06-TN04-LISP,180514-06-TN04-LISP,TN,180514-06,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,B10,no,negative,pass,pass,no,positive,36.978,18.136,725.4562378,negative,,,,
180514-07-PA12-LICL,180514 PA12-07,PA,180514-07,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H3,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H3,no,negative,pass,pass,no,positive,34.70934296,15.29733944,611.8935776,negative,,,,
180514-07-TN04-LISP,180514-07-TN04-LISP,TN,180514-07,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-08-PA12-LICL,180514 PA12-08,PA,180514-08,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H4,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H4,no,negative,pass,pass,no,positive,36.81364822,3.383252859,135.3301144,negative,,,,
180514-08-TN04-LISP,180514-08-TN04-LISP,TN,180514-08,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,D10,no,negative,pass,pass,no,positive,37.202,15.635,625.4060745,negative,,,,
180514-09-PA12-LICL,180514 PA12-09,PA,180514-09,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H5,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H5,no,negative,pass,pass,no,positive,37.39911652,2.223409414,88.93637657,negative,,,,
180514-09-TN04-LISP,180514-09-TN04-LISP,TN,180514-09,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,E10,no,negative,pass,pass,no,positive,36.193,30.588,1223.532486,negative,,,,
180514-10-PA12-LICL,180514 PA12-10,PA,180514-10,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H6,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H6,no,negative,pass,pass,no,positive,37.01174164,2.935270309,117.4108124,negative,,,,
180514-10-TN04-LISP,180514-10-TN04-LISP,TN,180514-10,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,F10,no,negative,pass,pass,no,positive,31.875,540.465,21618.58887,negative,,,,
180514-11-PA12-LISY,180514 PA12-11,PA,180514-11,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H7,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H7,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-11-TN04-LISP,180514-11-TN04-LISP,TN,180514-11,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,G5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,G10,no,negative,pass,pass,no,positive,33.419,193.479,7739.16687,negative,,,,
180514-12-PA12-PSCR,180514 PA12-12,PA,180514-12,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H8,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-12-TN04-LISP,180514-12-TN04-LISP,TN,180514-12,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,H5,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,H10,no,negative,pass,pass,no,positive,35.433,50.709,2028.369446,negative,,,,
180514-13-PA12-PSCR,180514 PA12-13,PA,180514-13,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H9,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H9,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-13-TN04-LISP,180514-13-TN04-LISP,TN,180514-13,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,A6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,A11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-14-PA12-PSCR,180514 PA12-14,PA,180514-14,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H10,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H10,no,negative,pass,pass,no,positive,38.39756775,1.08667922,43.46716881,negative,,,,
180514-14-TN04-LICA,180514-14-TN04-LICA,TN,180514-14,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,B6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,B11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-15-PA12-PSCR,180514 PA12-15,PA,180514-15,Complete,DPW_073118_SERDP_67,7/31/18,RZ lab,DPW,Pitt -80,H11,negative,positive,SERDP_82_080218,8/2/18,SERDP_82_080218,RZ lab,DPW,H11,no,negative,pass,pass,no,positive,31.31827164,174.0190277,6960.761108,negative,,,,
180514-15-TN04-LICA,180514-15-TN04-LICA,TN,180514-15,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,C6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-16-PA12-PSCR,180514 PA12-16,PA,180514-16,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A1,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,A2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-16-TN04-LICA,180514-16-TN04-LICA,TN,180514-16,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,D6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,D11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-17-PA12-LICL,180514 PA12-17,PA,180514-17,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A2,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-17-TN04-LICL,180514-17-TN04-LICL,TN,180514-17,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,E6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,E11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-18-PA12-PSCR,180514 PA12-18,PA,180514-18,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A3,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,C2,no,negative,pass,pass,no,positive,23.986,"48,994.73",1959789.219,negative,,,,
180514-18-TN04-HYCH,180514-18-TN04-HYCH,TN,180514-18,Complete,079_AHD,9/26/18,RZ Lab,AHD,Pitt -80,F6,negative,positive,SERDP_96_092818,9/28/18,SERDP_96_092818,RZ lab,AHD,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-19-PA12-PSCR,180514 PA12-19,PA,180514-19,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A4,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-20-PA12-PSCR,180514 PA12-20,PA,180514-20,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A5,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,E2,no,negative,pass,pass,no,positive,34.927,28.02,1120.78186,negative,,,,
180514-21-PA12-PSCR,180514 PA12-21,PA,180514-21,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A6,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-22-PA12-PSCR,180514 PA12-22,PA,180514-22,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A7,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,G2,no,negative,pass,pass,no,positive,39.518,1.221,48.83424759,negative,,,,
180514-23-PA12-PSCR,180514 PA12-23,PA,180514-23,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A8,negative,positive,SERDP_84_08082018,8/8/18,SERDP_84_08082018,RZ lab,AHD,H2,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-24-PA12-PSCR,180514 PA12-24,PA,180514-24,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A9,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,A9,no,negative,pass,pass,no,positive,27.55514526,2934.158936,117366.3574,negative,,,,
180514-25-PA12-PSCR,180514 PA12-25,PA,180514-25,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A10,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,A10,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-26-PA12-PSCR,180514 PA12-26,PA,180514-26,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A11,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,A11,no,negative,pass,pass,no,positive,34.13863373,27.3122654,1092.490616,negative,,,,
180514-27-PA12-PSCR,180514 PA12-27,PA,180514-27,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,A12,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,A12,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-28-PA12-PSCR,180514 PA12-28,PA,180514-28,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B1,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-29-PA12-PSCR,180514 PA12-29,PA,180514-29,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B2,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B2,no,negative,pass,pass,no,positive,34.8131752,16.91411972,676.5647888,negative,,,,
180514-30-PA12-PSCR,180514 PA12-30,PA,180514-30,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B3,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B3,no,negative,pass,pass,no,positive,34.73408127,17.89168739,715.6674957,negative,,,,
180514-31-PA12-PSCR,180514 PA12-31,PA,180514-31,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B4,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B4,no,negative,pass,pass,no,positive,37.51979828,2.472902298,98.91609192,negative,,,,
180514-32-PA12-ANAM,180514 PA12-32,PA,180514-32,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B5,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B5,no,negative,pass,pass,no,positive,37.9157753,1.866555214,74.66220856,negative,,,,
180514-33-PA12-PLCI,180514 PA12-33,PA,180514-33,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B6,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-34-PA12-HYVE,180514 PA12-34,PA,180514-34,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B7,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
180514-35-PA12-HYVE,180514 PA12-35,PA,180514-35,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B8,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B8,no,negative,pass,pass,no,positive,37.16947556,3.171669245,126.8667698,negative,,,,
180514-36-PA12-LICA,180514 PA12-36,PA,180514-36,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B9,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B9,no,negative,pass,pass,no,positive,36.83985519,4.008498669,160.3399467,negative,,,,
180514-37-PA12-LICL,180514 PA12-37,PA,180514-37,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B10,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B10,no,negative,pass,pass,no,positive,37.04862595,3.455987692,138.2395077,negative,,,,
180514-38-PA12-LICL,180514 PA12-38,PA,180514-38,Complete,DPW_073118_SERDP_68,7/31/18,RZ lab,AHD,Pitt -80,B11,negative,positive,SERDP_83_08032018,8/3/18,SERDP_83_08032018,RZ lab,AHD,B11,no,negative,pass,pass,no,positive,34.93493652,15.51257229,620.5028915,negative,,,,
