Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
190405-01-PA01-LISY,PA,190405-01,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H3,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H3,no,negative,pass,pass,no,positive,36.52953339,4.148822308,165.9528923,negative,,,,
190405-02-PA01-LISY,PA,190330-110,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,E11,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,E11,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-02-PA04-LICL,PA,190405-02,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,H10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,H4,no,negative,pass,pass,no,positive,32.95991898,290.8624268,11634.49707,negative,,,,
190405-03-PA01-LISY,PA,190405-03,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H4,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-03-PA04-LICL,PA,190405-03,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,A11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,A5,no,negative,pass,pass,no,positive,35.45225906,58.66999054,2346.799622,negative,,,,
190405-04-PA01-PSCR,PA,190405-04,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H5,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-05-PA01-PSCR,PA,190330-118,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,E12,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,E12,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-05-PA04-PSCR,PA,190405-05,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,B11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-06-PA01-PSCR,PA,190405-06,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H6,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H6,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-07-PA01-PSCR,PA,190330-31,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F1,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-08-PA01-PSCR,PA,190405-08,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H7,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H7,no,negative,pass,pass,no,positive,35.92284393,6.236805916,249.4722366,negative,,,,
190405-09-PA01-PSCR,PA,190330-39,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F2,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-10-PA01-LISY,PA,190405-10,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H8,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-11-PA01-LISY,PA,190330-47,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F3,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F3,no,negative,pass,pass,no,positive,36.77522659,2.877734661,115.1093864,negative,,,,
190405-11-PA04-PSCR,PA,190405-11,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,C11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-12-PA01-PLCI,PA,190405-12,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H9,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H9,no,negative,pass,pass,no,positive,31.97535896,88.48579407,3539.431763,negative,,,,
190405-12-PA04-PSCR,PA,190405-12,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,D11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-13-PA01-PLCI,PA,190330-55,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F4,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F4,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-14-PA01-AMMA,PA,190405-14,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H10,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-16-PA04-PSCR,PA,190405-16,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,E11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,E5,no,negative,pass,pass,no,negative,,,,negative,,,,
190405-22-PA04-PSCR,PA,190405-22,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,F11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-01-PA02-PSCR,PA,190406-01,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,G11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,G5,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-01-PA03-PSCR,PA,190406-01,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H11,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H11,no,negative,pass,pass,no,positive,30.6087513,221.6470184,8865.880737,negative,,,,
190406-02-PA03-PSCR,PA,190406-02,Complete,Extraction Plate 1 2019 VS,2019_06_07,PLE,VS,PLE,H12,negative,positive,qPCR plate1 2019 VS,2019_06_08,qPCR plate1 2019 VS,PLE,VS,H12,no,negative,pass,pass,no,positive,37.11942673,2.791185379,111.6474152,negative,,,,
190406-03-PA03-PSCR,PA,190406-03,Complete,Extraction Plate 2 2019 VS,2019_06_07,PLE,VS,PLE,A1,negative,positive,FIXED_VS19-04plate82platesandrepeat2,2019_06_07,FIXED_VS19-04plate82platesandrepeat2,PLE,VS,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-08-PA02-PSCR,PA,190406-08,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,H11,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-10-PA02-PSCR,PA,190406-10,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,A12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,A6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-15-PA02-PSCR,PA,190406-15,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,B12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-19-PA02-PSCR,PA,190406-19,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,C12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-21-PA02-LICL,PA,190406-21,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,D12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,D6,no,negative,pass,pass,no,positive,31.26133728,866.0235596,34640.94238,negative,,,,
190406-22-PA02-LISY,PA,190406-22,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,E12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,E6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-23-PA02-LISY,PA,190406-23,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,F12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-28-PA02-LISY,PA,190406-28,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,G12,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-29-PA02-LISY,PA,190406-29,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,A1,negative,positive,SERDP_145_101619,2019_16_10,SERDP_145_101619,RZlab,CLN,A6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-30-PA02-LISY,PA,190406-30,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,B1,negative,positive,SERDP_145_101619,2019_16_10,SERDP_145_101619,RZlab,CLN,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-31-PA02-AMMA,PA,190406-31,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,A1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,A7,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-32-PA02-AMMA,PA,190406-32,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,B1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-33-PA02-NOVI,PA,190406-33,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,C1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,C7,no,negative,pass,pass,no,negative,,,,negative,,,,
190406-34-PA02-NOVI,PA,190406-34,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,D1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,D7,no,negative,pass,pass,no,positive,30.55237007,1365.543701,54621.74805,negative,,,,
190407-04-PA05-PLCI,PA,190407-04,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,E1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,E7,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-07-PA01-LISY,PA,190330-63,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F5,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-07-PA03-PSCR,PA,190407-07,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,A10,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-07-PA05-PLCI,PA,190407-07,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,F1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-08-PA03-PSCR,PA,190407-08,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,A11,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-09-PA01-LISY,PA,190330-71,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F6,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-09-PA03-ANAM,PA,190407-09,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,A12,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,A12,no,negative,pass,pass,no,positive,38.35224915,1.917328238,76.69312954,negative,,,,
190407-10-PA01-LISY,PA,190330-79,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F7,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-10-PA03-ANAM,PA,190407-10,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,B1,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-10-PA05-PLCI,PA,190407-10,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,G1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-11-PA01-LISY,PA,190330-87,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F8,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F8,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-11-PA03-ANAM,PA,190407-11,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,B2,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-12-PA03-ANAM,PA,190407-12,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,B3,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,A4,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-12-PA05-PLCI,PA,190407-12,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,H1,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,H7,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-13-PA01-LISY,PA,190330-95,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F9,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F9,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-17-PA05-PLCI,PA,190407-17,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,A2,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,A8,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-21-PA05-EUBI,PA,190407-21,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,B2,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-22-PA05-EUBI,PA,190407-22,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,C2,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-25-PA05-EUBI,PA,190407-25,Complete,122_CLN,2019_10_15,RZlab,CLN,Pitt -80,D2,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-26-PA01-LISY,PA,190330-103,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F10,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
190407-27-PA01-LISY,PA,190330-111,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F11,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-03-PA01-LISY,PA,190330-119,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,F12,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,F12,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-04-PA01-LISY,PA,190330-32,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G1,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G1,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-05-PA01-LISY,PA,190330-40,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G2,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-06-PA01-LISY,PA,190330-48,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G3,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-08-PA01-LISY,PA,190330-56,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G4,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G4,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-11-PA01-PSCR,PA,190330-64,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G5,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G5,no,negative,pass,pass,no,positive,35.74375153,5.757900238,230.3160095,negative,,,,
190408-18-PA01-LISY,PA,190330-72,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G6,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-20-PA01-LISY,PA,190330-80,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G7,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-21-PA01-LISY,PA,190330-88,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G8,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G8,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-22-PA01-LISY,PA,190330-96,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G9,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G9,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-23-PA01-LISY,PA,190330-104,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G10,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G10,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-24-PA01-LISY,PA,190330-112,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G11,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G11,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-25-PA01-LISY,PA,190330-120,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,G12,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,G12,no,negative,pass,pass,no,positive,32.17481232,63.45600891,2538.240356,negative,,,,
190408-26-PA01-LISY,PA,190330-33,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H1,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-28-PA01-LISY,PA,190330-41,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H2,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H2,no,negative,pass,pass,no,positive,35.53100204,6.643419266,265.7367706,negative,,,,
190408-29-PA01-LISY,PA,190330-49,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H3,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H3,no,negative,pass,pass,no,negative,,,,negative,,,,
190408-30-PA01-LISY,PA,190330-57,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H4,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-02-PA01-LISY,PA,190330-65,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H5,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-04-PA01-LISY,PA,190330-73,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H6,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H6,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-05-PA01-LISY,PA,190330-81,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H7,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H7,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-06-PA01-LISY,PA,190330-89,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H8,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-07-PA01-LISY,PA,190330-97,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H9,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H9,no,negative,pass,pass,no,negative,,,,negative,,,,
190412-09-PA01-PSCR,PA,190330-105,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H10,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
190413-01-PA04-LIPI,PA,190413-01,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,G9,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,G3,no,negative,pass,pass,no,positive,28.62656212,4704.738281,188189.5313,negative,,,,
190413-02-PA04-LIPI,PA,190413-02,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,H9,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,H3,no,negative,pass,pass,no,positive,26.9570179,13749.19141,549967.6563,negative,,,,
190413-03-PA04-LIPI,PA,190413-03,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,A10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,A4,no,negative,pass,pass,no,positive,24.45312309,68670.79688,2746831.875,negative,,,,
190413-04-PA04-LIPI,PA,190413-04,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,B10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,B4,no,negative,pass,pass,no,positive,31.55994225,714.8745728,28594.98291,negative,,,,
190413-05-PA04-LICA,PA,190413-05,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,C10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,C4,no,negative,pass,pass,no,positive,33.40751266,218.1852417,8727.409668,negative,,,,
190413-06-PA04-LICA,PA,190413-06,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,D10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,D4,no,negative,pass,pass,no,positive,36.80077362,24.67344856,986.9379425,negative,,,,
190413-07-PA04-LICL,PA,190413-07,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,E10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,E4,no,negative,pass,pass,no,positive,30.45139122,1457.051758,58282.07031,negative,,,,
190413-11-PA04-LICL,PA,190413-11,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,F10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,F4,no,negative,pass,pass,no,positive,29.13842964,3386.438477,135457.5391,negative,,,,
190413-13-PA04-LICL,PA,190413-13,Complete,115_CLN,2019_10_15,RZlab,CLN,Pitt -80,G10,negative,positive,SERDP_146_101619,2019_16_10,SERDP_146_101619,RZlab,CLN,G4,no,negative,pass,pass,no,positive,35.45907974,58.41350937,2336.540375,negative,,,,
190419-02-PA01-PSCR,PA,190419-02,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D8,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,F8,no,negative,pass,pass,no,positive,28.04891014,2811.013672,112440.5469,negative,,,,
190419-02-PA03-ANAM,PA,190330-113,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H11,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H11,no,negative,pass,pass,no,positive,35.32460022,7.632477283,305.2990913,negative,,,,
190419-03-PA01-PSCR,PA,190419-03,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D9,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,F9,no,negative,pass,pass,no,positive,35.76430511,11.96628189,478.6512756,negative,,,,
190419-03-PA03-LIPI,PA,190330-121,Complete,Extraction plate 12,2019_10_22,RZlab,VS,Pitt -80,H12,negative,positive,QPCR plate12,2019_10_22,QPCR plate12,RZlab,VS,H12,no,negative,pass,pass,no,positive,32.6819191,45.12180328,1804.872131,negative,,,,
190419-35-PA03-LIPI,PA,190419-35,Complete,Extraction Plate 4 2019 VS,2019_08_08,PLE,VS,PLE,A9,negative,positive,VS19-05-06plate4field,2019_08_09,VS19-05-06plate4field,PLE,VS,A9,no,negative,pass,pass,no,negative,,,,negative,,,,
190420-01-PA01-ANAM,PA,190420-01,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D7,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,G7,no,negative,pass,pass,no,negative,,,,negative,,,,
190420-02-PA01-PSCR,PA,190420-02,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D8,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,F8,no,negative,pass,pass,no,positive,28.04891014,2811.013672,112440.5469,negative,,,,
190420-03-PA01-PSCR,PA,190420-03,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D9,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,F9,no,negative,pass,pass,no,positive,35.76430511,11.96628189,478.6512756,negative,,,,
190420-04-PA01-LICL,PA,190420-04,Complete,Extraction Plate 3 2019 VS,2019_08_08,PLE,VS,PLE,D10,negative,positive,VS19-04 and 05plate3field,2019_08_09,VS19-04 and 05plate3field,PLE,VS,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
